rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1402586,345438,THE LAURELS OF SUMMIT RIDGE,100 RICEVILLE ROAD,ASHEVILLE,NC,28805,BUNCOMBE,11700,U,2022-10-01,2023-09-30,4,,2179,11334,9522,23035,87,31755,,72,42,126,240,,30.26,269.86,74.39,,84,8,121,213,,2179,11334,2481,15994,60,21900,,72,42,101,215,,,,,,,,,,,,,,,,,,,4671482,4383866,1851577,1005648,1146872,4671482,23400,-223215,,,1749253,205394,,-913,-41613,1206657,,,,1261583,351072,,,940969,,889015,900217,3047843,365943,247202,-9511,,,,-1165443,,,,3749868,3749868,2584425,463418,463418,3047843,6910373,8858027,,8858027,1591441,7266586,9055348,-1788762,1841290,52528,52528,1194328,,31557
1402587,345538,PRUITTHEALTH - RALEIGH  LLC,2420 LAKE WHEELER ROAD,RALEIGH,NC,27603,WAKE,39580,U,2023-07-01,2024-06-30,6,,4295,30600,16977,51872,150,54900,,129,66,453,648,,33.29,463.64,80.05,,136,2,406,544,,4295,30600,16977,51872,150,54900,,129,66,453,648,,,,,,,,,,,,,,,,,,,8732911,9960110,4049521,2822724,966730,8732911,,56240,,,2512476,711497,,12348,,-9631547,,255908,,510164,508923,2018287,,1070262,,326169,326169,-8235116,437413,866507,47459,,,6305,1357684,,,,,,1357684,-9592800,-9592800,-8235116,17033801,21083322,,21083322,2084790,18998532,18693021,305511,196648,502159,502159,2573820,,151712
1402804,345026,LIBERTY COMMONS NURSING AND REHABILI,2049 MOORE ROAD,MATTHEWS,NC,28105,MECKLENBURG,16740,U,2022-10-01,2023-09-30,4,,3539,28033,15007,46579,159,58035,,112,97,281,490,,31.6,289,95.06,,145,55,308,508,,3539,28033,15007,46579,159,58035,,112,97,281,490,,,,,,,,,,,,,,,,,,,6646631,9453072,2477538,2227906,1119247,6646631,1219846,-3479596,,,2465414,108862,19684,113969,573,873531,,,,43918,457135,,,15170076,,,,16043607,120301,750793,27223,,,856450,4290239,,,,15020945,15020945,19311184,-3267577,-3267577,16043607,15960192,18437731,,18437731,2337225,16100506,16099703,803,672420,673223,673223,2120082,,110936
1402805,345039,LCNRC KERNERSVILLE,5755 SHATTALON DRIVE,WINSTON-SALEM,NC,27105-1332,FORSYTH,49180,U,2022-10-01,2023-09-30,4,,2516,17727,10691,30934,120,43800,,85,104,321,510,,29.6,170.45,60.65,,119,91,355,565,,2516,17727,10691,30934,120,43800,,85,104,321,510,,,,,,,,,,,,,,,,,,,4778634,8507242,2178065,1992935,723631,4778634,2460194,-6744161,,,1131841,51550,71871,94939,5328,-3596587,,7704,,54669,265157,,,10585547,,,,6988960,228560,387582,70314,,,601947,5541002,,,,10147366,10147366,15688368,-8699408,-8699408,6988960,11840607,14018672,,14018672,2073067,11945605,13285876,-1340271,746263,-594008,-594008,1481373,,51201
1402806,345152,TRINITY VILLAGE,1265 21ST STREEET,HICKORY,NC,25860,CATAWBA,25860,U,2022-10-01,2023-09-30,1,,4918,19039,36657,60614,194,70810,,139,65,161,365,,35.38,292.91,112.59,,179,24,111,314,,4918,19039,10832,34789,104,37960,,139,65,105,309,,,,,,,,,,,,,,,,,,,10025752,8144674,7717204,2352023,1635570,10025752,1163902,1097247,,,2066427,276799,62265,-176,830388,7865745,,,220816,,135093,2372827,,529840,2291846,,2291846,10687431,288512,428417,,,,37060,753989,,253626,,,253626,1007615,9679816,9679816,10687431,17159434,24982142,,24982142,8071671,16910471,18170426,-1259955,820221,-439734,-439734,2662449,,63523
1402807,345207,LIBERTY COMMONS N&R CTR COLUMBUS CO,1402 PINCKNEY STREET,WHITEVILLE,NC,28472,COLUMBUS,99934,R,2022-10-01,2023-09-30,4,,3862,20023,11284,35169,147,53655,,102,101,193,396,,37.86,198.25,82.01,,128,90,178,396,,3862,20023,7605,31490,107,39055,,102,101,181,384,,,,,,,,,,,,,,,,,,,4186065,7001748,1880983,1399216,756644,4186065,1309804,5993496,,,1561490,34564,35608,96010,133,9662871,,193258,,357803,495719,,,6833743,,,,16496614,95974,441295,49634,,,393197,2560697,,,,6306521,6306521,8867218,7629396,7629396,16496614,11470363,13351348,,13351348,1786291,11565057,11187813,377244,361466,738710,738710,2178614,,102346
1402808,345210,LCNRC BLADEN,208 MERCER ROAD,ELIZABETHTOWN,NC,28337,BLADEN,99934,R,2022-10-01,2023-09-30,4,,1594,16639,6553,24786,94,34310,,35,43,63,141,,45.54,386.95,175.79,,46,36,78,160,,1594,16639,6553,24786,94,34310,,35,43,63,141,,,,,,,,,,,,,,,,,,,3471941,3904324,865602,730774,699995,3471941,305352,3057650,,,866619,6706,13711,16547,,6020889,,,,82946,314517,,,313363,,,,6334252,25002,416055,40624,,,536953,2145300,,,,,,2145300,4188952,4188952,6334252,8137603,9003204,,9003204,855434,8147770,7376265,771505,235008,1006513,1006513,927781,,49782
1402809,345240,LCNRC WARREN HILLS,864 US HWY 158 BUSINESS WEST,WARRENTON,NC,27589,WARREN,99934,R,2022-10-01,2023-09-30,4,,1815,24337,8873,35025,160,58400,,42,126,131,299,,43.21,193.15,108.16,,72,101,133,306,,1815,24337,4134,30286,140,51100,,42,126,112,280,,,,,,,,,,,,,,,,,,,3972866,6053066,798190,857246,843192,3972866,1118503,9324457,,,1079635,73700,71637,88484,,13174052,,23011,,562666,599184,,,5134402,,,,18308454,16369,505436,16676,,,688529,3307381,,425600,,4432939,4858539,8165920,10142534,10142534,18308454,10364074,11162264,,11162264,808980,10353284,10025932,327352,360745,688097,688097,980528,,68643
1402810,345284,LIBERTY COMMONS N&R OF THE OAKS,901 BETHESDA ROAD,WINSTON-SALEM,NC,27103-5614,FORSYTH,49180,U,2022-10-01,2023-09-30,4,,1743,25578,8704,36025,131,47815,,68,82,305,455,,25.63,311.93,79.18,,85,67,328,480,,1743,25578,8704,36025,131,47815,,68,82,305,455,,,,,,,,,,,,,,,,,,,4587453,8366513,1777193,1722053,888265,4587453,1680544,2885811,,,641421,118466,29092,60559,2618,5338754,,,,378252,450531,,,5207065,,,,10545819,123403,557658,61665,,,1265204,3351122,,,,4353746,4353746,7704868,2840951,2840951,10545819,13067113,14844305,,14844305,1789516,13054789,12953966,100823,322453,423276,423276,1051645,,63063
1402811,345370,LCNRC OF MOORE COUNTY  LLC,300 BLAKE BOULEVARD,PINEHURST,NC,28374,MOORE,99934,R,2022-10-01,2023-09-30,4,,2371,22721,7311,32403,144,52560,,57,71,99,227,,41.6,320.01,142.74,,84,43,124,251,,2371,22721,7311,32403,144,52560,,57,71,99,227,,,,,,,,,,,,,,,,,,,3218637,6374935,910680,887199,561835,3218637,1688690,7071336,,,92267,32230,28037,26522,,7992397,,,,307780,251090,,,420454,,,,8412851,36607,343353,15469,,,475462,2232491,,,,,,2232491,6180360,6180360,8412851,10263119,11173799,,11173799,905300,10268499,9593572,674927,391789,1066716,1066716,1334875,,75346
1402812,345532,LIBERTY COMMONS N&R CTR OF LEE CO,310 COMMERCE DRIVE,SANFORD,NC,27332,LEE,99934,R,2022-10-01,2023-09-30,4,,947,12822,4351,18120,80,29200,,24,34,50,108,,39.46,377.12,167.78,,32,30,66,128,,947,12822,4351,18120,80,29200,,24,34,50,108,,,,,,,,,,,,,,,,,,,2063953,4492703,569226,641461,360922,2063953,1178243,2234362,,,887087,29095,940,46304,100,3743918,,,,112012,332667,,,902799,,51384,51384,4698101,65353,144664,6728,,,983330,2214714,,,,313964,313964,2528678,2169423,2169423,4698101,5896254,6465479,,6465479,544100,5921379,6556656,-635277,142971,-492306,-492306,513596,,39292
1402813,345543,LIBERTY COMMONS - DAVIE COUNTY,316 NC HWY 801 SOUTH,ADVANCE,NC,27006-7647,DAVIE,49180,U,2022-10-01,2023-09-30,4,,1762,21311,10849,33922,127,46355,,54,130,258,442,,32.63,163.93,76.75,,84,107,283,474,,1762,21311,10849,33922,117,42705,,54,130,258,442,,,,,,,,,,,,,,,,,,,5343085,6745841,1649685,1464823,898963,5343085,869937,-2690529,,,923396,68008,19497,78088,1068,-838498,,,,418503,473857,,,5036027,,,,4197529,99902,273851,59837,,,656156,2557498,,,,4619255,4619255,7176753,-2979224,-2979224,4197529,11660481,13310166,,13310166,1539532,11770634,12088926,-318292,225928,-92364,-92364,1048235,,51051
1402868,345202,CAPITAL NURSING AND REHAB CENTER,3000 HOLSTON LANE,RALEIGH,NC,27610,WAKE,39580,U,2022-10-01,2023-09-30,4,,2428,23026,9178,34632,125,45625,,79,46,210,335,,30.73,500.57,103.38,,91,30,230,351,,2428,23026,9178,34632,125,45625,,79,46,210,335,,,,,,,,,,,,,,,,,,,5368142,6451488,1608629,1446086,816180,5368142,1013061,3224178,,,1250441,104108,38009,178456,,5994092,,41644,,556991,418011,,,4716288,,,,10710380,81399,394897,69750,,,581128,2525535,,,,4279092,4279092,6804627,3905753,3905753,10710380,12008175,13616805,,13616805,1567326,12049479,11819630,229849,260227,490076,490076,1380550,,31505
1402869,345311,LCNRC OF PERSON COUNTY  LLC,901 RIDGE ROAD,ROXBORO,NC,27573,PERSON,20500,U,2022-10-01,2023-09-30,4,,2121,23347,8272,33740,145,52925,,35,96,127,258,,60.6,243.2,130.78,,63,86,145,294,,2121,23347,8272,33740,140,51100,,35,96,127,258,,,,,,,,,,,,,,,,,,,3480716,7861975,1824517,1385901,674475,3480716,2551670,3574543,,,832339,154195,40844,84518,,6305106,,,,100377,271574,,,464314,,,,6769420,39144,333651,23495,,,1121550,2403998,,,,,,2403998,4365422,4365422,6769420,10685581,12510098,,12510098,1543947,10966151,11342691,-376540,252033,-124507,-124507,1259868,,101649
1402871,345373,LCNRC OF SOUTHPORT  LLC,630 FODALE AVENUE,SOUTHPORT,NC,28461,BRUNSWICK,34820,U,2022-10-01,2023-09-30,4,,4440,18338,10199,32977,116,42340,,132,82,99,313,,33.64,223.63,104.13,,168,78,77,323,,4440,18338,8565,31343,99,36135,,132,82,87,301,,,,,,,,,,,,,,,,,,,4252491,5973030,1465471,1204029,730081,4252491,1269777,-760944,,,995813,55345,61024,51301,1329,1021147,,,,1286618,428818,,,1552458,,,,2573605,37531,308467,51767,,,874862,2329011,,,,52975,52975,2381986,191619,191619,2573605,10307674,11773145,,11773145,1365352,10407793,10225521,182272,434272,616544,616544,2401373,,52702
1402872,345397,SHORELAND HEALTHCARE AND RTMT CENTER,200 FLOWERS-PRIDGEN DR,WHITEVILLE,NC,28472,COLUMBUS,99934,R,2022-10-01,2023-09-30,4,,2641,14864,6731,24236,99,36135,,73,59,123,255,,36.18,251.93,95.04,,93,39,130,262,,2641,14864,6731,24236,89,32485,,73,59,123,255,,,,,,,,,,,,,,,,,,,3424749,4370155,1470048,1302773,673517,3424749,122114,3801604,,,853952,47090,21550,64183,2882,6460437,,568663,,502635,353496,,,3084149,,,,9544586,51809,383268,38651,,37992,784310,2374513,,,,1846331,1846331,4220844,5323742,5323742,9544586,8236022,9706068,,9706068,1440439,8265629,7794904,470725,236242,706967,706967,1488923,,88407
1402873,345472,SOUTHWOOD NURSING & RETIREMENT CTR,160 SOUTHWOOD DRIVE,CLINTON,NC,28329,SAMPSON,99934,R,2022-10-01,2023-09-30,4,,2390,20624,5061,28075,100,36500,,70,87,124,281,,34.14,237.06,99.91,,109,72,116,297,,2390,20624,5061,28075,100,36500,,70,87,124,281,,,,,,,,,,,,,,,,,,,2583185,6628676,1053099,1022971,453956,2583185,2104862,5314933,,,956196,141438,30817,77542,1382,7368371,,,,641322,364140,,,6025629,,,,13394000,49039,216629,26057,,,454879,2666761,,,,5429391,5429391,8096152,5297848,5297848,13394000,9482843,10535943,,10535943,1069295,9466648,9211861,254787,570459,825246,825246,1331917,,44687
1402874,345519,LIBERTY COMMONS N&R JOHNSTON CO,2315 HIGHWAY 242 NORTH,BENSON,NC,27504,JOHNSTON,39580,U,2022-10-01,2023-09-30,4,,4573,22959,10852,38384,160,58400,,147,72,284,503,,31.11,318.88,71.4,,183,52,250,485,,4573,22959,6595,34127,100,36500,,147,72,259,478,,,,,,,,,,,,,,,,,,,4357588,9258758,1965508,1675540,715320,4357588,3022227,253140,,,1453065,102780,43276,92642,,2394021,,15244,,401213,707025,,,3748495,,,,6142516,63074,244029,10381,,,1440903,3897047,,,,2714684,2714684,6611731,-469215,-469215,6142516,13419710,15385217,,15385217,1972091,13413126,13616346,-203220,625616,422396,422396,2842596,,123374
1402913,345095,CHATHAM NURSING & REHABILITATION,700 JOHNSTON RIDGE ROAD,ELKIN,NC,28621,SURRY,99934,R,2022-10-01,2023-09-30,4,,3437,22948,10988,37373,127,46355,,59,63,192,314,,58.25,364.25,115.35,,85,35,184,304,,3437,22948,6720,33105,99,36135,,59,63,165,287,,,,,,,,,,,,,,,,,,,4456776,8805711,2726044,2001728,898960,4456776,1674614,1491607,,,933613,,,143134,,2568354,,,15793,,,172436,,110966,,,,2679320,373532,351336,99207,,70304,519486,1413865,,,,,,1413865,1265455,1265455,2679320,12717123,15442905,,15442905,1958898,13484007,13262487,221520,469974,691494,691494,1911385,,115347
1402914,345119,NORTHCHASE NURSING & REHAB CTR,3015 ENTERPRISE DRIVE,WILMINGTON,NC,28405,NEW HANOVER,48900,U,2022-10-01,2023-09-30,4,,5029,33278,9375,47682,140,51100,,124,90,220,434,,40.56,369.76,109.87,,145,52,241,438,,5029,33278,9375,47682,140,51100,,124,90,220,434,,,,,,,,,,,,,,,,,,,6135469,11274336,3797819,2248794,1067051,6135469,3475536,2646,,,3123362,1382074,46880,,18853,-1396468,,,,,1306634,,,116919,,,,-1279549,-124240,513353,,,,7642,396755,,,,,,396755,-1676304,-1676304,-1279549,13695601,17493420,,17493420,680707,16812713,17409805,-597092,456701,-140391,-140391,2940937,,282200
1402915,345151,WHITE OAK MANOR - KINGS MT.,716 SIPES STREET,KINGS MOUNTAIN,NC,28086-0578,CLEVELAND,99934,R,2022-10-01,2023-09-30,4,,1595,35405,12326,49326,154,56210,,29,65,121,215,,55,544.69,229.42,,41,28,143,212,,1595,35405,12326,49326,154,56210,,29,65,121,215,,,,,,,,,,,,,,,,,,,7881310,5653056,1781040,1036564,1373304,7881310,,100682,,,1340623,352,24604,,-785,1567492,,,,,,1379932,,254412,,7294165,7294165,9116069,213302,327645,,,,125825,666772,,,,,,666772,8450001,8450001,9116773,14640681,16496505,2091,16498596,1221935,15276661,13534366,1742295,-4924,1737371,1737371,893298,,130677
1402916,345238,WHITE OAK MANOR - CHARLOTTE,4009 CRAIG AVENUE,CHARLOTTE,NC,28222-0130,MECKLENBURG,16740,U,2022-10-01,2023-09-30,4,,1587,27600,20647,49834,180,65700,,47,59,221,327,,33.77,467.8,152.4,,77,30,244,351,,1587,27600,20647,49834,180,65700,,47,59,221,327,,,,,,,,,,,,,,,,,,,8093321,5595325,1978293,1311401,1209880,8093321,,101497,,,1307792,35499,28542,47350,-30,1449612,,,,,,1677002,,309451,,,,1759063,331129,343948,,,16150,37836,729063,,,,,,729063,1030000,1030000,1759063,14764783,16758889,,16758889,2153333,14605556,13688646,916910,-851517,65393,65393,972724,,55588
1402917,345247,VALLEY NURSING CENTER,581 NC HWY 16 SOUTH,TAYLORSVILLE,NC,28681,ALEXANDER,25860,U,2022-10-01,2023-09-30,4,,3270,15362,7563,26195,183,66795,,63,61,103,227,,51.9,251.84,115.4,,68,7,81,156,,3270,15362,7563,26195,183,66795,,63,61,103,227,,,,,,,,,,,,,,,,,,,5276388,6375300,1785438,1296548,1085245,5276388,720112,305023,,,2132501,,52583,26614,,3135501,,,,526446,,809570,,538390,231000,,231000,3904891,120541,384952,,92411,,,597904,,-1848060,,,-1848060,-1250156,5155047,5155047,3904891,11503774,13335834,,13335834,2789516,10546318,11651688,-1105370,69333,-1036037,-1036037,2002575,,90778
1402918,345292,GRANTSBROOK NURSING & REHAB CTR,290 KEEL ROAD,GRANTSBORO,NC,28529,PAMLICO,35100,U,2022-10-01,2023-09-30,4,,2946,19136,3979,26061,104,37960,,65,49,64,178,,45.32,390.53,145.98,,84,16,65,165,,2946,19136,3026,25108,96,35040,,65,49,58,172,,,,,,,,,,,,,,,,,,,3776292,4660082,1335501,895170,663949,3776292,511198,45677,,,1274918,562438,22482,,9860,3136522,,,,,646832,,,73157,,,,3209679,25838,258039,,,,-1996,281881,,,,,,281881,2927798,2927798,3209679,6981077,8316578,,8316578,-485074,8801652,8436374,365278,277350,642628,642628,1473425,,150577
1402919,345293,RICHMOND PINES HEALTHCARE & REHAB,769 OLD CHERAW ROAD,HAMLET,NC,28345,RICHMOND,99934,R,2022-10-01,2023-09-30,4,,1474,13313,2290,17077,115,41975,,29,93,53,175,,50.83,143.15,97.58,,36,22,40,98,,1474,13313,2290,17077,105,38325,,29,93,53,175,,,,,,,,,,,,,,,,,,,2709317,4246494,862826,539450,497525,2709317,484231,4605,,,521165,406889,14752,1426,9708,1099821,,,,,888400,,,48392,,,,1148213,40933,24839,,,,1696,67468,,,,,,67468,1080745,1080745,1148213,4480202,5343028,,5343028,-681970,6024998,6955811,-930813,78832,-851981,-851981,762900,,239531
1402920,345348,WHISPERING PINES NURSING HOME,523 COUNTRY CLUB DRIVE,FAYETTEVILLE,NC,28301,CUMBERLAND,22180,U,2022-10-01,2023-09-30,4,,3443,16888,4279,24610,88,32120,,78,68,100,246,,44.14,248.35,97.55,,91,44,109,244,,3443,16888,3569,23900,86,31390,,78,68,99,245,,,,,,,,,,,,,,,,,,,3485223,6151700,2512611,1662019,625140,3485223,1191729,1772515,,,650413,,,66338,,2489266,,,,,,483056,,11569,,7300,7300,2508135,317557,274325,71710,,24259,-250000,437851,,,,,,437851,2070284,2070284,2508135,9194620,11614249,,11614249,1917469,9696780,9636923,59857,293623,353480,353480,1835077,,70064
1402921,345383,CENTURY CARE OF LAURINBURG,620 JOHNS ROAD,LAURINBURG,NC,28352,SCOTLAND,99934,R,2022-10-01,2023-09-30,4,,3069,28507,6229,37805,149,54385,,86,116,181,383,,35.69,245.75,98.71,,117,86,191,394,,3069,28507,6229,37805,149,54385,,86,116,181,383,,,,,,,,,,,,,,,,,,,5313754,8507273,2762444,1993995,1205700,5313754,1235049,535974,,,929676,,,4038,,1535100,,,49515,1488,,519612,,19491,,14800,14800,1569391,404024,319870,109759,,33405,521874,1388932,,,,,,1388932,180459,180459,1569391,13355787,16108808,,16108808,2142078,13966730,13821027,145703,666284,811987,811987,1746793,,123080
1402922,345391,HEARTLAND LIVING & REHABILITATION,1131 NORTH CHURCH STREET,GREENSBORO,NC,27401,GUILFORD,24660,U,2022-10-01,2023-09-30,4,,2012,22216,11123,35351,144,52560,,52,64,265,381,,38.69,347.13,102.21,,75,28,220,323,,2012,22216,8478,32706,107,39055,,52,64,204,320,,,,,,,,,,,,,,,,,,,3968151,8399387,2574146,1568389,783088,3968151,2326123,260848,,,958563,,,28663,,1248074,,,,269887,,690323,,330123,,20315,20315,1598512,457368,268494,98390,150000,14434,37148,1025834,,,,,,1025834,572678,572678,1598512,11469408,14093606,,14093606,2289088,11804518,12367538,-563020,258626,-304394,-304394,1134605,,66358
1402924,345465,BAYVIEW NURSING & REHABILITATION CTR,3003 KENSINGTON PARK DRIVE,NEW BERN,NC,28560,CRAVEN,35100,U,2022-10-01,2023-09-30,4,,4786,9542,9798,24126,72,26280,,144,37,115,296,,33.24,257.89,73.72,,181,27,73,281,,4786,9542,5945,20273,60,21900,,144,37,94,275,,,,,,,,,,,,,,,,,,,3093629,5340292,1975057,1339672,658893,3093629,968406,187326,,,767311,,,7333,,1184927,,,40000,163217,,385627,,73428,,7300,7300,1265655,422373,187726,63948,,13516,69788,757351,,,,,,757351,508304,508304,1265655,8315482,10274209,,10274209,1717769,8556440,8433921,122519,436616,559135,559135,2568920,,55395
1402925,345490,AYDEN COURT NURSING & REHAB CTR,128 SNOW HILL ROAD,AYDEN,NC,28513,PITT,24780,U,2022-10-01,2023-09-30,4,,4489,18086,5309,27884,82,29930,,129,64,165,358,,34.8,282.59,77.89,,135,35,173,343,,4489,18086,5309,27884,82,29930,,129,64,165,358,,,,,,,,,,,,,,,,,,,3451269,5524976,1896282,1398878,504694,3451269,715839,3740,,,1827694,634078,29765,625,,9687973,,,,,671557,,,35326,,,,9723299,27363,133422,,,,1973,162758,,,,,,162758,9560541,9560541,9723299,7217250,9113532,,9113532,-960360,10073892,8976245,1097647,483320,1580967,1580967,2441608,,190362
1402926,345491,CROATAN RIDGE NURSING & REHAB CTR,210 FOXHALL RD,NEWPORT,NC,28570,CARTERET,99934,R,2022-10-01,2023-09-30,4,,3143,12792,5270,21205,64,23360,,115,21,98,234,,27.33,609.14,90.62,,136,13,90,239,,3143,12792,5270,21205,64,23360,,115,21,98,234,,,,,,,,,,,,,,,,,,,2592561,4493691,903744,763137,425915,2592561,969328,10739,,,860108,167266,28467,,,-1558425,,,,,768006,,,111401,,,,-1447024,22289,129383,,,,1516,153188,,,,,,153188,-1600212,-1600212,-1447024,5429124,6332868,,6332868,-1093286,7426154,7086252,339902,168262,508164,508164,1817909,,64966
1403059,345216,LIBERTY COMMONS NURSING AND REHABILI,3100 TRAMWAY ROAD,SANFORD,NC,27332-7142,LEE,99934,R,2022-10-01,2023-09-30,4,,5355,13237,7761,26353,83,30295,,161,40,202,403,,33.26,330.93,65.39,,230,22,185,437,,5355,13237,7761,26353,83,30295,,161,40,202,403,,,,,,,,,,,,,,,,,,,3620238,6337318,1953658,2095378,628012,3620238,1552530,-297156,,,1081262,70775,15701,74758,961,1790014,,,,16081,182243,,,9646243,,,,11436257,32117,247911,49474,,,346756,2850982,,,,9538856,9538856,12389838,-953581,-953581,11436257,9785919,11739578,,11739578,1949665,9789913,9957556,-167643,384387,216744,216744,3026749,,102170
1403060,345241,EDEN REHABILITATION AND HEALTHCARE C,226 NORTH OAKLAND AVENUE,EDEN,NC,27288,ROCKINGHAM,24660,U,2022-10-01,2023-09-30,4,,2779,24736,8055,35570,112,40880,,52,67,50,169,,53.44,369.19,210.47,,276,35,18,329,,2779,24736,8055,35570,112,40880,,52,67,50,169,,,,,,,,,,,,,,,,,,,3501900,7328229,1203416,1375630,594847,3501900,1926381,775319,,,1394797,121828,,33409,923,2280953,,3675,,36788,,41133,,135761,,90955,90955,2507669,256226,147953,7125,,,234596,684720,,59109,,,59113,743833,1763836,1763836,2507669,12526243,13729659,,13729659,974465,12755194,10830129,1925065,358,1925423,1925423,1699050,,189848
1403061,345309,LIBERTY COMMONS NSG & RHB HALIFAX CO,101 CAROLINA AVENUE,WELDON,NC,27890,HALIFAX,99934,R,2022-10-01,2023-09-30,4,,3013,8381,2902,14296,75,27375,,95,32,85,212,,31.72,261.91,67.14,,126,23,76,225,,3013,8381,2705,14099,50,18250,,95,32,83,210,,,,,,,,,,,,,,,,,,,2238127,2898361,817887,787031,424600,2238127,301146,233409,,,497196,18341,33940,62058,528,1201846,,164958,,665085,272018,,,3392855,,,,4594701,18924,314791,8570,,,300677,1509816,,,,2906439,2906439,4416255,178446,178446,4594701,5064387,5882274,,5882274,885174,4997100,5136488,-139388,180721,41333,41333,1629838,,70347
1403062,345443,OAK FOREST HEALTH & REHAB,5680 WINDY HILL DRIVE,WINSTON SALEM,NC,27105,FORSYTH,49180,U,2022-10-01,2023-09-30,4,,1659,35123,11970,48752,170,62050,,41,166,376,583,,40.46,211.58,83.62,,60,142,407,609,,1659,35123,11970,48752,170,62050,,41,166,376,583,,,,,,,,,,,,,,,,,,,6349211,12932705,2696269,2945942,1100297,6349211,4665987,-4573188,,,2246292,316396,86978,20232,,1623995,,,,52737,272219,,,282039,,,,1906034,38212,396718,76721,,,1077524,2910180,,,,,,2910180,-1004146,-1004146,1906034,17413150,20109418,,20109418,2239531,17869887,19281916,-1412029,1060892,-351137,-351137,1115830,,138359
1403063,345503,LIBERTY COMMONS N&R ROWAN COUNTY,4412 SOUTH MAIN STREET,SALISBURY,NC,28147,ROWAN,16740,U,2022-10-01,2023-09-30,4,,3427,15236,10425,29088,90,32850,,102,42,227,371,,33.6,362.76,78.4,,133,21,235,389,,3427,15236,10425,29088,90,32850,,102,42,227,371,,,,,,,,,,,,,,,,,,,3869182,6200381,2060907,1681212,664347,3869182,1288034,6364966,,,1081538,292454,13767,37534,850,14939541,,17760,,494991,841112,,,5218786,,,,20158327,63299,298950,14209,,,806468,9257612,,,,4591242,4591242,13848854,6309473,6309473,20158327,10256113,12317020,,12317020,2017948,10299072,10069563,229509,255203,484712,484712,1941305,,78288
1403131,345389,THE LAURELS OF FOREST GLENN,1101 HARTWELL STREET,GARNER,NC,27529,WAKE,39580,U,2022-10-01,2023-09-30,4,,4644,26991,14028,45663,140,51100,,124,84,211,419,,37.45,321.32,96.58,,140,21,241,402,,4644,26991,7865,39500,120,43800,,124,84,201,409,,,,,,,,,,,,,,,,,,,7207357,7670473,3646394,1783370,1633739,7207357,49237,49434,,,2807402,679189,,15507,-67237,2030030,,,,571868,396263,,,427189,,,,2457219,438586,272999,18826,,,,-11664205,,,,27449,27449,-11636756,14093975,14093975,2457219,14768882,18729524,,18729524,3225941,15503583,14877830,625753,886750,1512503,1512503,2628525,,81532
