ENROLLMENT ID,ASSOCIATE ID,ORGANIZATION NAME,ASSOCIATE ID - OWNER,TYPE - OWNER,ROLE CODE - OWNER,ROLE TEXT - OWNER,ASSOCIATION DATE - OWNER,FIRST NAME - OWNER,MIDDLE NAME - OWNER,LAST NAME - OWNER,TITLE - OWNER,ORGANIZATION NAME - OWNER,DOING BUSINESS AS NAME - OWNER,ADDRESS LINE 1 - OWNER,ADDRESS LINE 2 - OWNER,CITY - OWNER,STATE - OWNER,ZIP CODE - OWNER,PERCENTAGE OWNERSHIP,CREATED FOR ACQUISITION - OWNER,CORPORATION - OWNER,LLC - OWNER,MEDICAL PROVIDER SUPPLIER - OWNER,MANAGEMENT SERVICES COMPANY - OWNER,MEDICAL STAFFING COMPANY - OWNER,HOLDING COMPANY - OWNER,INVESTMENT FIRM - OWNER,FINANCIAL INSTITUTION - OWNER,CONSULTING FIRM - OWNER,FOR PROFIT - OWNER,NON PROFIT - OWNER,PRIVATE EQUITY COMPANY - OWNER,REIT - OWNER,CHAIN HOME OFFICE - OWNER,TRUST OR TRUSTEE - OWNER,OTHER TYPE - OWNER,OTHER TYPE TEXT - OWNER,PARENT COMPANY - OWNER,OWNED BY ANOTHER ORG OR IND - OWNER
O20200318002370,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2025-04-04,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20200318002370,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-04-04,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,N,Y
O20200318002370,4587574355,LIBERTY HEALTHCARE GROUP LLC,8820581168,O,72,ADP OF THE SNF,2025-04-04,,,,,"LIBERTY HEALTHCARE PROPERTIES OF MOORE COUNTY, LLC",,2334 S. 41ST STREET,,WILMINGTON,NC,28403,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200321000039,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2020-02-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20200321000039,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2020-02-01,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200321000039,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-02-01,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,100,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200321000039,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2020-02-01,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,1850201625,O,72,ADP OF THE SNF,2025-03-31,,,,,LIBERTY HEALTHCARE MANAGEMENT INC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,Y,N,N,Y,N,N,N,N,N,Y,N,,,Y,,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,2163912841,O,72,ADP OF THE SNF,2025-03-31,,,,,"LIBERTY HEALTHCARE PROPERTIES OF BLADEN COUNTY,LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,2860911682,O,72,ADP OF THE SNF,2025-03-31,,,,,JOHN A MCNEILL JR 2014 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,2860928223,O,72,ADP OF THE SNF,2025-03-31,,,,,LIBERTY REAL PROPERTIES II LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,Y,N,,,,,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2020-02-01,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,N,N
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,2961762422,O,86,INDIRECT OWNERSHIP INTEREST,2025-03-31,,,,,RONALD B. AND CYNTHIA J. MCNEILL 2013 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,N,N
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587183306,O,72,ADP OF THE SNF,2025-03-31,,,,,RONALD B AND CYNTHIA J MCNEIL 2014 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2025-03-31,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,Y,Y
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,4587574355,O,86,INDIRECT OWNERSHIP INTEREST,2025-03-31,,,,,LIBERTY HEALTHCARE GROUP LLC,LIBERTY COMMONS NURSING AND REHABILITATION CENTER OF WATAUGA COUNTY,2334 41ST ST,,WILMINGTON,NC,284035502,100,Y,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,Y,Y
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2025-03-31,,,,,LIBERTY LONG TERM CARE LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,Y
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,6305756172,O,85,DIRECT OWNERSHIP INTEREST,2025-03-31,,,,,LIBERTY LONG TERM CARE LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,100,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,Y
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,7416047246,O,72,ADP OF THE SNF,2025-03-31,,,,,LONG TERM CARE MANAGEMENT SERVICES LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2020-02-01,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,N,N
O20200322000048,4587574355,LIBERTY HEALTHCARE GROUP LLC,8224398789,O,86,INDIRECT OWNERSHIP INTEREST,2025-03-31,,,,,JOHN A MCNEILL JR 2012 IRRV TR,,2334 41ST ST,,WILMINGTON,NC,284035502,24,N,N,N,N,N,N,N,N,N,N,Y,N,,,,Y,N,,N,N
O20200323001526,7113355314,"AHSNF, INC.",3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2023-06-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200323001526,7113355314,"AHSNF, INC.",3375801350,O,72,ADP OF THE SNF,2025-05-05,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200323001526,7113355314,"AHSNF, INC.",5294832598,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-02-01,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,Y,,,Y,,Y,NC HOSPITAL AUTHORITY,,
O20200323001526,7113355314,"AHSNF, INC.",5294832598,O,72,ADP OF THE SNF,2025-04-14,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,Y,,,Y,,Y,NC HOSPITAL AUTHORITY,,
O20200323001526,7113355314,"AHSNF, INC.",7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200323001526,7113355314,"AHSNF, INC.",7911327374,O,72,ADP OF THE SNF,2025-04-14,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200323001526,7113355314,"AHSNF, INC.",7911376843,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-02,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200323001526,7113355314,"AHSNF, INC.",7911376843,O,72,ADP OF THE SNF,2025-04-14,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",2961310685,O,72,ADP OF THE SNF,2020-02-01,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,"ATRIUM HEALTH, INC",PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2023-06-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",3375801350,O,72,ADP OF THE SNF,2025-05-05,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",5294832598,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-02-01,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,Y,,,Y,,Y,NORTH CAROLINA HOSPITAL AUTHORITY,,
O20200327000649,7113355314,"AHSNF, INC.",7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",7911327374,O,72,ADP OF THE SNF,2025-04-22,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",7911376843,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-02,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327000649,7113355314,"AHSNF, INC.",7911376843,O,72,ADP OF THE SNF,2025-04-22,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2023-06-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",3375801350,O,72,ADP OF THE SNF,2025-05-05,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",5294832598,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-02-01,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,Y,,,Y,,Y,NORTH CAROLINAS HOSPITAL AUTHORITY,,
O20200327001733,7113355314,"AHSNF, INC.",5294832598,O,72,ADP OF THE SNF,2025-04-24,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,Y,,,Y,,Y,NORTH CAROLINAS HOSPITAL AUTHORITY,,
O20200327001733,7113355314,"AHSNF, INC.",7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",7911327374,O,72,ADP OF THE SNF,2025-04-28,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",9931627221,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-02,,,,,"ADVOCATE HEALTH, INC",,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200327001733,7113355314,"AHSNF, INC.",9931627221,O,72,ADP OF THE SNF,2025-04-28,,,,,"ADVOCATE HEALTH, INC",,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",2365353885,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-02-01,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ANSON,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,Y,N,N,N,N,N,N,N,N,,,,,Y,NC HOSPITAL AUTHORITY,,
O20200328000172,7113355314,"AHSNF, INC.",3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2023-06-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",3375801350,O,72,ADP OF THE SNF,2025-07-29,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",7911327374,O,72,ADP OF THE SNF,2025-07-29,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",7911376843,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-02,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",7911376843,O,72,ADP OF THE SNF,2025-07-29,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000172,7113355314,"AHSNF, INC.",8022204171,O,43,OPERATIONAL/MANAGERIAL CONTROL,2017-12-22,,,,,OPTIMED HOSPITALISTS,IREDELL WOUND CARE & HYPERBARIC CENTER,210 DELBURG ST,,DAVIDSON,NC,280368655,,,N,N,Y,N,N,N,N,N,N,Y,N,,,,,Y,PROFESSIONAL LLC,,
O20200328000172,7113355314,"AHSNF, INC.",8022204171,O,72,ADP OF THE SNF,2025-07-29,,,,,OPTIMED HOSPITALISTS,IREDELL WOUND CARE & HYPERBARIC CENTER,210 DELBURG ST,,DAVIDSON,NC,280368655,,,N,N,Y,N,N,N,N,N,N,Y,N,,,,,Y,PROFESSIONAL LLC,,
O20200328000177,7113355314,"AHSNF, INC.",3375801350,O,43,OPERATIONAL/MANAGERIAL CONTROL,2023-06-01,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",3375801350,O,72,ADP OF THE SNF,2025-05-05,,,,,BROAD RIVER REHABILITATION,"BROAD RIVER REHABILITATION, LLC",1 POND ST,,ARDEN,NC,287048500,,,N,Y,Y,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",5294832598,O,72,ADP OF THE SNF,2025-04-22,,,,,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH ORAL MEDICINE & MAXILLOFACIAL SURGERY,PO BOX 32861,,CHARLOTTE,NC,282322861,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",7911327374,O,72,ADP OF THE SNF,2025-04-23,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",7911376843,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-02,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",7911376843,O,72,ADP OF THE SNF,2025-04-23,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20200328000177,7113355314,"AHSNF, INC.",8022204171,O,43,OPERATIONAL/MANAGERIAL CONTROL,2017-12-22,,,,,OPTIMED HOSPITALISTS,IREDELL WOUND CARE & HYPERBARIC CENTER,210 DELBURG ST,,DAVIDSON,NC,280368655,,,N,N,Y,N,N,N,N,N,N,Y,N,,,,,Y,PROFESSIONAL LLC,,
O20200328000177,7113355314,"AHSNF, INC.",8022204171,O,72,ADP OF THE SNF,2025-05-05,,,,,OPTIMED HOSPITALISTS,IREDELL WOUND CARE & HYPERBARIC CENTER,210 DELBURG ST,,DAVIDSON,NC,280368655,,,N,N,Y,N,N,N,N,N,N,Y,N,,,,,Y,PROFESSIONAL LLC,,
O20200403001487,4486083946,WILKESBORO HEALTH AND REHABILITATION LLC,4486083946,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-01-01,,,,,WILKESBORO HEALTH AND REHABILITATION LLC,WILKESBORO HEALTH AND REHABILITATION,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200715003015,1951725571,"CAROLINA BAY HEALTHCARE CENTER OF WILMINGTON, LLC",0345664975,O,44,OTHER,2018-08-30,,,,,LIBERTY SENIOR LIVING LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,10,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200715003015,1951725571,"CAROLINA BAY HEALTHCARE CENTER OF WILMINGTON, LLC",8921038001,O,44,OTHER,2018-08-30,,,,,"LIBERTY REAL PROPERTIES, LLC",,2334 41ST ST,,WILMINGTON,NC,284035502,10,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200720002061,8820412117,MECKLENBURG HEALTH AND REHABILITATION LLC,8820412117,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-06-01,,,,,MECKLENBURG HEALTH AND REHABILITATION LLC,MECKLENBURG HEALTH AND REHABILITATION,229 AIRPORT RD,STE 7-104,ARDEN,NC,287046402,100,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,0749606150,O,72,ADP OF THE SNF,2025-05-08,,,,,BRIGHTMORE PROPERTIES OF CARY LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,0749606150,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,BRIGHTMORE PROPERTIES OF CARY LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,11,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,1759612815,O,72,ADP OF THE SNF,2025-05-08,,,,,LIBERTY REAL PROPERTIES VI LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,1759612815,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,LIBERTY REAL PROPERTIES VI LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,11,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,1951820786,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,LDP PROPERTIES I LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,2.2,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,2860911682,O,71,TRUSTEE OF THE SNF,2025-05-08,,,,,JOHN A MCNEILL JR 2014 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,2860911682,O,72,ADP OF THE SNF,2025-05-08,,,,,JOHN A MCNEILL JR 2014 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,2860911682,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,JOHN A MCNEILL JR 2014 IRREVOCABLE TRUST,,2334 41ST ST,,WILMINGTON,NC,284035502,8.25,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,3072019157,O,72,ADP OF THE SNF,2025-05-08,,,,,LIBERTY LIVING MANAGEMENT LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,5193141513,O,43,OPERATIONAL/MANAGERIAL CONTROL,2025-05-08,,,,,BRIGHTMORE SENIOR LIVING OF CARY LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,5395161707,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,LIBERTY DEVELOPMENT CARY LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,11,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,6406187566,O,72,ADP OF THE SNF,2025-05-08,,,,,LIBERTY REAL PROPERTIES V LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,,,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,,
O20200814002412,8022434489,CARY SENIOR HOUSING I OPCO LLC,6406187566,O,86,INDIRECT OWNERSHIP INTEREST,2025-05-08,,,,,LIBERTY REAL PROPERTIES V LLC,,2334 41ST ST,,WILMINGTON,NC,284035502,11,N,N,Y,N,N,N,Y,N,N,N,N,N,,,,,N,,N,N
O20201204000201,8426469941,"THE CARROLTON OF DUNN, LLC",4981015435,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2020-02-28,,,,,"C. SAUNDERS ROBERSON, JR., AS TRUSTEE OF THE JUDITH ROBERSON DIXON IRR",,PO BOX 8427,,ROCKY MOUNT,NC,278041427,50,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
