ENROLLMENT ID,ASSOCIATE ID,ORGANIZATION NAME,ASSOCIATE ID - OWNER,TYPE - OWNER,ROLE CODE - OWNER,ROLE TEXT - OWNER,ASSOCIATION DATE - OWNER,FIRST NAME - OWNER,MIDDLE NAME - OWNER,LAST NAME - OWNER,TITLE - OWNER,ORGANIZATION NAME - OWNER,DOING BUSINESS AS NAME - OWNER,ADDRESS LINE 1 - OWNER,ADDRESS LINE 2 - OWNER,CITY - OWNER,STATE - OWNER,ZIP CODE - OWNER,PERCENTAGE OWNERSHIP,CREATED FOR ACQUISITION - OWNER,CORPORATION - OWNER,LLC - OWNER,MEDICAL PROVIDER SUPPLIER - OWNER,MANAGEMENT SERVICES COMPANY - OWNER,MEDICAL STAFFING COMPANY - OWNER,HOLDING COMPANY - OWNER,INVESTMENT FIRM - OWNER,FINANCIAL INSTITUTION - OWNER,CONSULTING FIRM - OWNER,FOR PROFIT - OWNER,NON PROFIT - OWNER,PRIVATE EQUITY COMPANY - OWNER,REIT - OWNER,CHAIN HOME OFFICE - OWNER,TRUST OR TRUSTEE - OWNER,OTHER TYPE - OWNER,OTHER TYPE TEXT - OWNER,PARENT COMPANY - OWNER,OWNED BY ANOTHER ORG OR IND - OWNER
O20020801000000,6103733167,WINDSOR POINT INC.,0143493197,O,72,ADP OF THE SNF,1998-03-28,,,,,"WINDSOR POINT PHARMACY, INC.",WINDSOR POINT PHARMACY  INC,581 GUY RD,STE 102,CLAYTON,NC,275205122,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,1355827130,O,72,ADP OF THE SNF,2012-12-22,,,,,SHERRILL INVESTMENT HOLDINGS LLC,,205 FLORIDA AVE,,CAROLINA BEACH,NC,284285804,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,2163339722,O,72,ADP OF THE SNF,2011-07-01,,,,,LEGACY HEALTHCARE SERVICES INC,LEGACY REHABILITATION SERVICES INC,110 HORIZON DR,STE 310,RALEIGH,NC,276154926,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,4183100969,O,72,ADP OF THE SNF,2010-01-01,,,,,SETH A WARD CPA PLLC,,PO BOX 1015,,MOREHEAD CITY,NC,285571015,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,4688150451,O,36,5% OR GREATER MORTGAGE INTEREST,1995-07-07,,,,,STAN JOHNSON AND ASSOCIATE LLC,,1221 BROAD ST,,FUQUAY VARINA,NC,275263602,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,Y
O20020801000000,6103733167,WINDSOR POINT INC.,4688150451,O,37,5% OR GREATER SECURITY INTEREST,1995-07-07,,,,,STAN JOHNSON AND ASSOCIATE LLC,,1221 BROAD ST,,FUQUAY VARINA,NC,275263602,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,Y
O20020801000000,6103733167,WINDSOR POINT INC.,4688150451,O,72,ADP OF THE SNF,1995-07-07,,,,,STAN JOHNSON AND ASSOCIATE LLC,,1221 BROAD ST,,FUQUAY VARINA,NC,275263602,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,6002169539,O,72,ADP OF THE SNF,1998-03-28,,,,,EVENTUS WHOLEHEALTH PLLC,,6330 QUADRANGLE DR,STE 500,CHAPEL HILL,NC,275178281,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,6103302989,O,72,ADP OF THE SNF,2012-12-22,,,,,GREENBRIER LLC,,PO BOX 847,,CLARKTON,NC,284330847,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020801000000,6103733167,WINDSOR POINT INC.,9739222480,O,72,ADP OF THE SNF,2006-02-01,,,,,NUTRITION PLUS OF GREENVILLE INC,,PO BOX 383,,GREENVILLE,NC,278350383,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20020913000002,8820905748,"LAKE PRINCE CENTER, INC.",5698684215,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2019-09-13,,,,,EVERYAGE,ABERNETHY LAURELS,100 LEONARD AVE,,NEWTON,NC,286589649,,N,N,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,Y,N
O20020913000002,8820905748,"LAKE PRINCE CENTER, INC.",5698684215,O,37,5% OR GREATER SECURITY INTEREST,2019-09-13,,,,,EVERYAGE,ABERNETHY LAURELS,100 LEONARD AVE,,NEWTON,NC,286589649,,N,N,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,Y,N
O20020913000002,8820905748,"LAKE PRINCE CENTER, INC.",5698684215,O,43,OPERATIONAL/MANAGERIAL CONTROL,2019-09-13,,,,,EVERYAGE,ABERNETHY LAURELS,100 LEONARD AVE,,NEWTON,NC,286589649,,,N,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20020913000002,8820905748,"LAKE PRINCE CENTER, INC.",5698684215,O,72,ADP OF THE SNF,2025-12-15,,,,,EVERYAGE,ABERNETHY LAURELS,100 LEONARD AVE,,NEWTON,NC,286589649,,,N,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20030220000030,7416866900,MRC TOWNCREEK,7012404734,O,72,ADP OF THE SNF,2025-08-30,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030307000004,9133038581,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,9133038581,O,43,OPERATIONAL/MANAGERIAL CONTROL,2002-03-11,,,,,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,BROOKRIDGE RETIREMENT COMMUNITY,PO BOX 11024,,WINSTON SALEM,NC,271161024,,,Y,N,N,N,N,N,N,N,N,N,Y,,,Y,,N,,,
O20030314000018,9436068772,BETHESDA LONG TERM CARE INC,4587157151,O,72,ADP OF THE SNF,2025-07-10,,,,,,,100 N TRYON ST,,CHARLOTTE,NC,282024000,,,Y,N,N,N,N,N,N,Y,N,Y,N,,,,,N,,,
O20030317000013,5698684835,"CLAPP'S CONVALESCENT NURSING HOME, INC.",5193208833,O,72,ADP OF THE SNF,2023-08-31,,,,,,,3108 SQUIRREL DEN RD,,ASHEBORO,NC,272050412,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030317000025,1850200098,"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",1850200098,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2011-07-13,,,,,"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",CYPRESS GLEN RETIREMENT COMMUNITY,2600 CROASDAILE FARM PKWY,,DURHAM,NC,277051331,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,N
O20030317000025,1850200098,"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",9133208028,O,37,5% OR GREATER SECURITY INTEREST,2014-09-01,,,,,US BANK NATIONAL ASSOCIATION,,5540 CENTERVIEW DR 200,,RALEIGH,NC,276063386,0,N,Y,N,N,N,N,N,N,Y,N,Y,N,,,,,Y,MASTER TRUSTEE,N,N
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,1850805219,O,72,ADP OF THE SNF,2017-07-01,,,,,,,PO BOX 218,832 MAIN STREET,NORTH WILKESBORO,NC,286594214,,,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,"TOWN, UNIT OF LOCAL GOVERNMENT",,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,2769392232,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2017-07-01,,,,,WAKE FOREST UNIVERSITY,AMOS COTTAGE REHABILITATION HOSPITAL,1834 WAKE FOREST RD,,WINSTON SALEM,NC,271096000,40,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,N
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,3375799802,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2017-07-01,,,,,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,,MEDICAL CENTER BLVD,,WINSTON SALEM,NC,271570001,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,Y
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,3375799802,O,43,OPERATIONAL/MANAGERIAL CONTROL,2017-07-01,,,,,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,,MEDICAL CENTER BLVD,,WINSTON SALEM,NC,271570001,50,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,3375799802,O,71,TRUSTEE OF THE SNF,2017-07-01,,,,,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,,MEDICAL CENTER BLVD,,WINSTON SALEM,NC,271570001,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,6002725272,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2017-07-01,,,,,NORTH CAROLINA BAPTIST HOSPITAL,COMPREHENSIVE CANCER CENTER PHARMACY,MEDICAL CENTER BLVD,,WINSTON SALEM,NC,271570001,40,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,N
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,7911327374,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,20,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,N
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,7911327374,O,43,OPERATIONAL/MANAGERIAL CONTROL,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,50,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,7911327374,O,71,TRUSTEE OF THE SNF,2020-10-09,,,,,ATRIUM HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,7911376843,O,43,OPERATIONAL/MANAGERIAL CONTROL,2022-12-01,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030329000001,6507775640,WRMC HOSPITAL OPERATING CORPORATION,7911376843,O,71,TRUSTEE OF THE SNF,2022-12-02,,,,,ADVOCATE HEALTH INC,,1000 BLYTHE BLVD,,CHARLOTTE,NC,282035812,,,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030403000019,4981513082,ARCHDALE NURSING CENTER INC,0143483883,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-03-03,,,,,HARVEY LINN WILFONG TRUST U/W FBO TRUDY WILFONG,,PO BOX 2428,,HICKORY,NC,28603,,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20030403000019,4981513082,ARCHDALE NURSING CENTER INC,9537078647,O,43,OPERATIONAL/MANAGERIAL CONTROL,2001-08-01,,,,,"CANYON MANAGEMENT CONSULTANTS, INC",,4615 RANDOLPH CHURCH,,LIBERTY,NC,272988108,100,,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20030403000019,4981513082,ARCHDALE NURSING CENTER INC,9537078647,O,44,OTHER,2001-08-01,,,,,"CANYON MANAGEMENT CONSULTANTS, INC",,4615 RANDOLPH CHURCH,,LIBERTY,NC,272988108,,N,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20030404000013,7113836230,"PRESBYTERIAN HOMES, INC",7113836230,O,43,OPERATIONAL/MANAGERIAL CONTROL,2003-02-01,,,,,"PRESBYTERIAN HOMES, INC",SCOTIA VILLAGE,2109 SANDY RIDGE RD,,COLFAX,NC,272359608,100,,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030414000004,4688583693,"LITCHFIELD RETIREMENT, LLC",6608393921,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2021-01-01,,,,,"BRENDA U. THOMPSON 2020 IRREVOCABLE TRUST DATED DECEMBER 30, 2020",BRENDA U. THOMPSON TRUST FBO JOSHUA THOMPSON,8393 PROVIDENCE RD,,CHARLOTTE,NC,282779753,25,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,N
O20030414000004,4688583693,"LITCHFIELD RETIREMENT, LLC",6800801002,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2005-12-06,,,,,SENIOR LIVING COMMUITIES LLC,,3530 TORINGDON WAY,STE 204,CHARLOTTE,NC,282773436,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,Y,Y
O20030414000004,4688583693,"LITCHFIELD RETIREMENT, LLC",8224555875,O,35,5% OR GREATER INDIRECT OWNERSHIP INTEREST,2021-01-01,,,,,"BRENDA U. THOMPSON 2020 IRREVOCABLE TRUST DATED DECEMBER 30, 2020",BRENDA U. THOMPSON TRUST FBO BENJAMIN THOMPSON,8393 PROVIDENCE RD,,CHARLOTTE,NC,282779753,25,N,N,N,N,N,N,N,N,N,N,N,N,,,,Y,N,,N,Y
O20030414000004,4688583693,"LITCHFIELD RETIREMENT, LLC",9537689971,O,43,OPERATIONAL/MANAGERIAL CONTROL,2005-12-06,,,,,"MAXWELL GROUP, INC.",,3530 TORINGDON WAY,STE 204,CHARLOTTE,NC,282773436,,,N,N,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20030414000004,4688583693,"LITCHFIELD RETIREMENT, LLC",9537689971,O,72,ADP OF THE SNF,2025-01-31,,,,,"MAXWELL GROUP, INC.",,3530 TORINGDON WAY,STE 204,CHARLOTTE,NC,282773436,,,N,N,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20030603000005,4082524376,RICHMOND BEACH REHAB LLC,2466956297,O,72,ADP OF THE SNF,2025-07-08,,,,,,,9200 COVEY HOLLOW CT,STE 201,CHARLOTTE,NC,282107998,,,N,Y,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20030627000001,5395655369,MRC CRESTVIEW,3779075387,O,72,ADP OF THE SNF,2025-08-29,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030730000026,9739090408,"CUMBERLAND CARE, INC.",1153560131,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2013-04-01,,,,,NOAH K DUNCAN FAM TR,,115 REDFERN DR,,CARY,NC,275189816,100,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20030811000021,3476464090,"ST. JOSEPH OF THE PINES, INC",3476464090,O,44,OTHER,2012-11-30,,,,,"ST. JOSEPH OF THE PINES, INC",ST. JOSEPH OF THE PINES - HEALTH CENTER,100 GOSSMAN RD,STE B,SOUTHERN PINES,NC,283872282,100,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,N,,,
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,2668976341,O,72,ADP OF THE SNF,1999-03-03,,,,,,,1239 BUGLE LN,,NEWTON,NC,286588010,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,2668976341,O,86,INDIRECT OWNERSHIP INTEREST,1999-03-03,,,,,,,1239 BUGLE LN,,NEWTON,NC,286588010,,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,Y
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,4486158169,O,72,ADP OF THE SNF,2025-09-15,,,,,,,1482 RIVER RD SE,,WINNABOW,NC,284795204,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,4486158169,O,86,INDIRECT OWNERSHIP INTEREST,2003-05-30,,,,,,,1482 RIVER RD SE,,WINNABOW,NC,284795204,,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,N,Y
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,5395249072,O,72,ADP OF THE SNF,2025-09-15,,,,,,,581 GUY RD,STE 102,CLAYTON,NC,275205122,,,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20030828000001,6305757709,BROSIS MANAGEMENT OF CATAWBA COUNTY,5395249072,O,86,INDIRECT OWNERSHIP INTEREST,1998-05-27,,,,,,,581 GUY RD,STE 102,CLAYTON,NC,275205122,,N,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,N,Y
O20031007000033,6204748270,"BT2, INC.",5890285134,O,72,ADP OF THE SNF,2025-10-14,,,,,,,2000 W 1ST ST,,WINSTON SALEM,NC,271044225,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20031007000033,6204748270,"BT2, INC.",8527558873,O,72,ADP OF THE SNF,2003-10-01,,,,,,,4 VANDERBILT PARK DR,STE 310,ASHEVILLE,NC,288032476,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20031120000514,6709780943,"CENTURY CARE OF NEW BERN, INC.",1153560131,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2013-04-30,,,,,NOAH K DUNCAN FAM TR,,115 REDFERN DR,,CARY,NC,275189816,100,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20031120000514,6709780943,"CENTURY CARE OF NEW BERN, INC.",4183528383,O,43,OPERATIONAL/MANAGERIAL CONTROL,2003-10-01,,,,,"CENTURY CARE MANAGEMENT, INC.",,130 EDINBURGH SOUTH DR,STE 208,CARY,NC,275117902,100,,N,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20031125000867,6901700483,"HAYMOUNT REHABILITATION AND NURSING CENTER, INC",1153560131,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2013-04-30,,,,,NOAH K DUNCAN FAM TR,,115 REDFERN DR,,CARY,NC,275189816,100,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20031125000867,6901700483,"HAYMOUNT REHABILITATION AND NURSING CENTER, INC",4183528383,O,43,OPERATIONAL/MANAGERIAL CONTROL,2002-05-01,,,,,"CENTURY CARE MANAGEMENT, INC.",,117 EDINBURGH SOUTH,STE 203,CARY,NC,27511,,,Y,N,N,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20031126000093,9133023542,"CENTURY CARE OF LAURINBURG, INC",0941441679,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2013-04-30,,,,,NOAH K DUNCAN MRTL TR,,115 REDFERN DR,,CARY,NC,275189816,66.43,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20031126000093,9133023542,"CENTURY CARE OF LAURINBURG, INC",4183528383,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1991-07-03,,,,,"CENTURY CARE MANAGEMENT, INC.",,130 EDINBURGH SOUTH DR,STE 208,CARY,NC,275117902,,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20031126000093,9133023542,"CENTURY CARE OF LAURINBURG, INC",4183528383,O,43,OPERATIONAL/MANAGERIAL CONTROL,2000-10-01,,,,,"CENTURY CARE MANAGEMENT, INC.",,130 EDINBURGH SOUTH DR,STE 208,CARY,NC,275117902,100,,Y,N,N,N,N,N,N,N,N,Y,N,,,,,N,,,
O20031201000788,2668377870,"MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED",2668377870,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1966-11-01,,,,,"MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED",WHITESTONE: A MASONIC AND EASTERN STAR COMMUNITY,700 S HOLDEN RD,,GREENSBORO,NC,274072321,100,N,Y,N,N,N,N,N,N,N,N,N,Y,,,,,N,,N,N
O20031203000270,7719882760,"CENTURY CARE OF THE CRYSTAL COAST, INC",1153560131,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2013-04-30,,,,,NOAH K DUNCAN FAM TR,,130 EDINBURGH SOUTH,SUITE 208,CARY,NC,275116456,100,N,N,N,N,N,N,N,N,N,N,N,N,,,,,Y,TRUST,,
O20031203000270,7719882760,"CENTURY CARE OF THE CRYSTAL COAST, INC",4183528383,O,43,OPERATIONAL/MANAGERIAL CONTROL,1999-09-30,,,,,"CENTURY CARE MANAGEMENT, INC.",,130 EDINBURGH SOUTH,SUITE 208,CARY,NC,275116456,100,,Y,N,N,Y,N,N,N,N,N,Y,N,,,,,N,,,
O20031220000004,9931017332,"WOODBURY WELLNESS CENTER, INC.",5395998090,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1998-01-29,,,,,"AVANT & NUNN, LLC",,2778 COUNTRY CLUB DR,,HAMPSTEAD,NC,284438028,100,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20031220000004,9931017332,"WOODBURY WELLNESS CENTER, INC.",5395998090,O,36,5% OR GREATER MORTGAGE INTEREST,1988-01-29,,,,,"AVANT & NUNN, LLC",,2778 COUNTRY CLUB DR,,HAMPSTEAD,NC,284438028,100,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040109001014,4789584434,"HILLCREST CONVALESCENT CENTER, INC.",0244474674,O,36,5% OR GREATER MORTGAGE INTEREST,2015-07-07,,,,,BRANCH BANKING & TRUST COMPANY,TRUIST FINANCIAL CORPORATION,200 W 2ND ST,,WINSTON SALEM,NC,271014019,25,N,N,N,N,N,N,N,N,Y,N,N,N,,,,,N,,Y,N
O20040109001014,4789584434,"HILLCREST CONVALESCENT CENTER, INC.",0244474674,O,37,5% OR GREATER SECURITY INTEREST,2015-07-07,,,,,BRANCH BANKING & TRUST COMPANY,TRUIST FINANCIAL CORPORATION,200 W 2ND ST,,WINSTON SALEM,NC,271014019,25,N,N,N,N,N,N,N,N,Y,N,N,N,,,,,N,,N,N
O20040109001014,4789584434,"HILLCREST CONVALESCENT CENTER, INC.",4880185743,O,72,ADP OF THE SNF,2025-02-12,,,,,,,3500 WESTGATE DR,STE 802,DURHAM,NC,277072567,,,N,N,N,N,N,N,N,N,Y,N,N,,,,,N,,,
O20040123000370,5294637849,"CENTURY CARE OF GASTONIA, INC",6305757477,O,43,OPERATIONAL/MANAGERIAL CONTROL,2003-07-31,,,,,PEAK RESOURCES INC,,1422 BURTONWOOD DRIVE,,GASTONIA,NC,28054,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040311000989,3870482581,"CORNELIA NIXON DAVIS, INC.",3870482581,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1966-07-01,,,,,"CORNELIA NIXON DAVIS, INC.",DAVIS HEALTH CARE CENTER,1011 PORTERS NECK RD,,WILMINGTON,NC,284119196,100,N,Y,N,N,N,Y,N,N,N,N,N,N,,,,,N,,N,N
O20040311000989,3870482581,"CORNELIA NIXON DAVIS, INC.",3870482581,O,43,OPERATIONAL/MANAGERIAL CONTROL,1966-07-01,,,,,"CORNELIA NIXON DAVIS, INC.",DAVIS HEALTH CARE CENTER,1011 PORTERS NECK RD,,WILMINGTON,NC,284119196,,,Y,N,N,N,Y,N,N,N,N,N,N,,,,,N,,,
O20040311000989,3870482581,"CORNELIA NIXON DAVIS, INC.",3870482581,O,72,ADP OF THE SNF,1966-07-01,,,,,"CORNELIA NIXON DAVIS, INC.",DAVIS HEALTH CARE CENTER,1011 PORTERS NECK RD,,WILMINGTON,NC,284119196,,,Y,N,N,N,Y,N,N,N,N,N,N,,,,,N,,,
O20040317001329,3678463296,CENTURY CARE OF SHELBY,3678463296,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,1999-03-08,,,,,CENTURY CARE OF SHELBY,PEAK RESOURCES - SHELBY,1101 N. MORGAN ST,,SHELBY,NC,281503848,,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040317001329,3678463296,CENTURY CARE OF SHELBY,6305757477,O,43,OPERATIONAL/MANAGERIAL CONTROL,2003-07-31,,,,,PEAK RESOURCES INC,,101 BAINES CT,,CARY,NC,275116625,100,,Y,N,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20040318000047,2668362112,"CENTURY CARE OF CHERRYVILLE, INC",6305757477,O,43,OPERATIONAL/MANAGERIAL CONTROL,2003-07-31,,,,,PEAK RESOURCES INC,,1422 BURTONWOOD DRIVE,,GASTONIA,NC,28054,,,N,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040405000975,0648189480,"UNIVERSAL HEALTH CARE / NORTH RALEIGH, INC",0648189480,O,34,5% OR GREATER DIRECT OWNERSHIP INTEREST,2002-09-11,,,,,"UNIVERSAL HEALTH CARE / NORTH RALEIGH, INC",UNIVERSAL HEALTH CARE/NORTH RALEIGH,"5201 CLARKS FORK DR., NW",,RALEIGH,NC,276165868,100,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040405000975,0648189480,"UNIVERSAL HEALTH CARE / NORTH RALEIGH, INC",2860301355,O,43,OPERATIONAL/MANAGERIAL CONTROL,2004-03-12,,,,,"CHOICE HEALTH MANAGEMENT, SERV LLC",CHOICE HEALTH MANAGEMENT SERVICES,2929 NORTH OXFORD STREET,,CLAREMONT,NC,286109661,,,N,N,N,Y,N,N,N,N,N,N,N,,,,,N,,,
O20040617001134,8224012000,THE CEDARS OF CHAPEL HILL CLUB INC,3870522063,O,43,OPERATIONAL/MANAGERIAL CONTROL,1999-09-10,,,,,THE CEDARS OF CHAPEL HILL LLC,THE CEDARS OF CHAPEL HILL LLC,1450 ENVIRON WAY,,CHAPEL HILL,NC,275174433,100,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040617001134,8224012000,THE CEDARS OF CHAPEL HILL CLUB INC,3870522063,O,72,ADP OF THE SNF,2025-04-11,,,,,THE CEDARS OF CHAPEL HILL LLC,THE CEDARS OF CHAPEL HILL LLC,1450 ENVIRON WAY,,CHAPEL HILL,NC,275174433,,,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,,,
O20040816000172,6002889466,"THE JAMES A EDDY MEMORIAL GERIATRIC CENTER, INC",4082132519,O,72,ADP OF THE SNF,2025-04-18,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,Y,N,N,N,Y,Y,N,,,,,Y,FOOD SERVICES/PRODUCTS AND ADMIN SUPPORT,,
O20040816000172,6002889466,"THE JAMES A EDDY MEMORIAL GERIATRIC CENTER, INC",5991223422,O,72,ADP OF THE SNF,2025-04-18,,,,,,,38 ROSSCRAGGON RD,STE E,ASHEVILLE,NC,288031165,,,Y,N,N,N,Y,N,N,N,N,Y,N,,,,,N,,,
O20040816000320,1254304520,"HERITAGE HOUSE NURSING CENTER, INC",8022515162,O,72,ADP OF THE SNF,2025-04-16,,,,,,,2400 YORKMONT RD,,CHARLOTTE,NC,282174511,,,Y,N,N,N,N,N,N,N,Y,Y,N,,,,,Y,COORDINATION OF FOOD SERVICES/PRODUCTS,,
